speciesKey,iucnRedListCategory,iucnRedListStatus
8348518,NE,Not Evaluated
2432655,LC,Least Concern
2490614,LC,Least Concern
2308543,NE,Not Evaluated
2308444,NE,Not Evaluated
2308361,NE,Not Evaluated
4410065,NE,Not Evaluated
4410999,NE,Not Evaluated
4411007,NE,Not Evaluated
5361865,DD,Data Deficient
3050464,NE,Not Evaluated
2928226,NE,Not Evaluated
12225742,NE,Not Evaluated
5367987,NE,Not Evaluated
5372457,NE,Not Evaluated
2925815,NE,Not Evaluated
5285637,LC,Least Concern
5248532,NE,Not Evaluated
2928446,NE,Not Evaluated
4553408,NE,Not Evaluated
1048809,NE,Not Evaluated
5123922,NE,Not Evaluated
5359246,NE,Not Evaluated
2891773,NE,Not Evaluated
2888763,NE,Not Evaluated
3085370,NE,Not Evaluated
2650716,NE,Not Evaluated
3090783,NE,Not Evaluated
2890122,NE,Not Evaluated
1594607,NE,Not Evaluated
3042086,NE,Not Evaluated
1596560,NE,Not Evaluated
2701599,LC,Least Concern
8044896,NE,Not Evaluated
3046187,NE,Not Evaluated
4995700,NE,Not Evaluated
5384795,NE,Not Evaluated
4567609,LC,Least Concern
4393034,NE,Not Evaluated
2873865,NE,Not Evaluated
9768924,NE,Not Evaluated
2160151,NE,Not Evaluated
5231209,LC,Least Concern
2986185,NE,Not Evaluated
5290052,LC,Least Concern
2840590,NE,Not Evaluated
5414457,LC,Least Concern
2914642,NE,Not Evaluated
7931979,NE,Not Evaluated
2927007,NE,Not Evaluated
2888808,NE,Not Evaluated
2975667,NE,Not Evaluated
3067353,NE,Not Evaluated
6993801,NE,Not Evaluated
6993854,NE,Not Evaluated
9995500,NE,Not Evaluated
10992365,NE,Not Evaluated
4436280,NE,Not Evaluated
11149719,NE,Not Evaluated
8730709,NE,Not Evaluated
10557273,NE,Not Evaluated
4440987,NE,Not Evaluated
4428647,NE,Not Evaluated
4445318,NE,Not Evaluated
5022498,NE,Not Evaluated
8969154,NE,Not Evaluated
4467299,NE,Not Evaluated
9881663,NE,Not Evaluated
11179001,NE,Not Evaluated
10364395,NE,Not Evaluated
10657533,NE,Not Evaluated
4442999,NE,Not Evaluated
4460410,NE,Not Evaluated
11131227,NE,Not Evaluated
10606174,NE,Not Evaluated
10610418,NE,Not Evaluated
4467123,NE,Not Evaluated
8253453,NE,Not Evaluated
1421095,NE,Not Evaluated
1095895,NE,Not Evaluated
6952478,NE,Not Evaluated
4460782,NE,Not Evaluated
4429363,NE,Not Evaluated
6097319,NE,Not Evaluated
3885185,NE,Not Evaluated
5744968,NE,Not Evaluated
5410857,NE,Not Evaluated
5107829,NE,Not Evaluated
1213277,NE,Not Evaluated
4460845,NE,Not Evaluated
1085188,NE,Not Evaluated
2864467,LC,Least Concern
5218405,LC,Least Concern
5858882,LC,Least Concern
1433826,NE,Not Evaluated
4496895,NE,Not Evaluated
5243575,NE,Not Evaluated
8956209,NE,Not Evaluated
2601139,NE,Not Evaluated
3028645,NE,Not Evaluated
4459737,NE,Not Evaluated
5298946,LC,Least Concern
5384805,NE,Not Evaluated
5410226,NE,Not Evaluated
8140485,LC,Least Concern
1423018,LC,Least Concern
1046592,NE,Not Evaluated
2481236,LC,Least Concern
2781074,NE,Not Evaluated
2537250,NE,Not Evaluated
5300245,NE,Not Evaluated
3027611,NE,Not Evaluated
4436921,NE,Not Evaluated
5022592,NE,Not Evaluated
1048335,NE,Not Evaluated
8961574,NE,Not Evaluated
8952395,LC,Least Concern
2681972,NE,Not Evaluated
1541819,NE,Not Evaluated
8958269,NE,Not Evaluated
9221525,NE,Not Evaluated
8154323,NE,Not Evaluated
3054036,NE,Not Evaluated
2995209,NE,Not Evaluated
7923692,NE,Not Evaluated
5780449,LC,Least Concern
5231235,LC,Least Concern
8605056,NE,Not Evaluated
2018510,NE,Not Evaluated
1892242,NE,Not Evaluated
3032833,NE,Not Evaluated
7589548,NE,Not Evaluated
2474621,LC,Least Concern
5739290,LC,Least Concern
2481784,LC,Least Concern
4408498,LC,Least Concern
9118025,NE,Not Evaluated
10789004,NE,Not Evaluated
9129313,NE,Not Evaluated
3044912,NE,Not Evaluated
9819973,NE,Not Evaluated
2739622,LC,Least Concern
2526530,NE,Not Evaluated
4559631,LC,Least Concern
2605261,NE,Not Evaluated
5354580,LC,Least Concern
5354691,LC,Least Concern
2891779,LC,Least Concern
5255555,NE,Not Evaluated
7638487,NE,Not Evaluated
1428217,LC,Least Concern
2481263,LC,Least Concern
3091227,NE,Not Evaluated
7458249,NE,Not Evaluated
2234827,NE,Not Evaluated
5607777,NE,Not Evaluated
6026255,NE,Not Evaluated
2704218,NE,Not Evaluated
7419357,NE,Not Evaluated
9995225,NE,Not Evaluated
2596450,NE,Not Evaluated
2596672,NE,Not Evaluated
10764042,NE,Not Evaluated
10990852,NE,Not Evaluated
7915891,NE,Not Evaluated
3270215,NE,Not Evaluated
3543252,NE,Not Evaluated
7086670,NE,Not Evaluated
8639340,NE,Not Evaluated
7251423,NE,Not Evaluated
4258666,NE,Not Evaluated
2608594,NE,Not Evaluated
5261396,NE,Not Evaluated
7809675,NE,Not Evaluated
3390611,NE,Not Evaluated
4911238,NE,Not Evaluated
2974863,NE,Not Evaluated
5298675,NE,Not Evaluated
10854732,NE,Not Evaluated
8593021,NE,Not Evaluated
9348291,NE,Not Evaluated
8659009,NE,Not Evaluated
8607697,NE,Not Evaluated
9145064,NE,Not Evaluated
9610532,NE,Not Evaluated
11130872,NE,Not Evaluated
8633927,NE,Not Evaluated
9677207,NE,Not Evaluated
9561981,NE,Not Evaluated
9529170,NE,Not Evaluated
2600375,NE,Not Evaluated
2607843,NE,Not Evaluated
8503245,NE,Not Evaluated
2608002,NE,Not Evaluated
2590430,NE,Not Evaluated
7252516,NE,Not Evaluated
7247033,NE,Not Evaluated
10740594,NE,Not Evaluated
8325350,NE,Not Evaluated
2607508,NE,Not Evaluated
2601135,NE,Not Evaluated
2600433,NE,Not Evaluated
2600423,NE,Not Evaluated
2608164,NE,Not Evaluated
3425740,NE,Not Evaluated
8276197,NE,Not Evaluated
2609017,NE,Not Evaluated
2600450,NE,Not Evaluated
2600411,NE,Not Evaluated
2608099,NE,Not Evaluated
3429235,NE,Not Evaluated
2609038,NE,Not Evaluated
2606703,NE,Not Evaluated
2609075,NE,Not Evaluated
2608167,NE,Not Evaluated
12172101,NE,Not Evaluated
2601176,NE,Not Evaluated
2600577,NE,Not Evaluated
2605894,NE,Not Evaluated
2605955,LC,Least Concern
2605342,NE,Not Evaluated
2601141,NE,Not Evaluated
12239840,NE,Not Evaluated
2606438,NE,Not Evaluated
5490656,NE,Not Evaluated
2596656,NE,Not Evaluated
2603471,NE,Not Evaluated
2601343,NE,Not Evaluated
7638024,LC,Least Concern
2603450,NE,Not Evaluated
2605659,NE,Not Evaluated
2605814,LC,Least Concern
5260392,NE,Not Evaluated
10897291,NE,Not Evaluated
2608913,NE,Not Evaluated
11068273,NE,Not Evaluated
3397439,NE,Not Evaluated
2605905,NE,Not Evaluated
2601162,NE,Not Evaluated
2603725,NE,Not Evaluated
2605697,NE,Not Evaluated
7778192,NE,Not Evaluated
12180218,NE,Not Evaluated
10702266,NE,Not Evaluated
3392646,NE,Not Evaluated
2607131,NE,Not Evaluated
11059248,NE,Not Evaluated
2603360,NE,Not Evaluated
2603317,NE,Not Evaluated
8655228,NE,Not Evaluated
2606874,NE,Not Evaluated
7248528,NE,Not Evaluated
10705917,NE,Not Evaluated
10711935,NE,Not Evaluated
11883915,NE,Not Evaluated
3401802,NE,Not Evaluated
3392669,NE,Not Evaluated
9692725,NE,Not Evaluated
10787630,NE,Not Evaluated
2606780,NE,Not Evaluated
2607186,NE,Not Evaluated
2608490,NE,Not Evaluated
8094896,NE,Not Evaluated
5261268,NE,Not Evaluated
2606852,NE,Not Evaluated
6609452,NE,Not Evaluated
2603375,NE,Not Evaluated
7084587,NE,Not Evaluated
2606511,NE,Not Evaluated
2606507,NE,Not Evaluated
2603490,NE,Not Evaluated
5259686,NE,Not Evaluated
2602102,NE,Not Evaluated
2602118,NE,Not Evaluated
2607695,NE,Not Evaluated
7246697,NE,Not Evaluated
5260620,NE,Not Evaluated
8541101,NE,Not Evaluated
7251342,NE,Not Evaluated
5260557,NE,Not Evaluated
2605272,NE,Not Evaluated
11891123,NE,Not Evaluated
2607596,NE,Not Evaluated
7247412,NE,Not Evaluated
2607718,NE,Not Evaluated
8254349,NE,Not Evaluated
3391014,NE,Not Evaluated
2607701,NE,Not Evaluated
2599888,NE,Not Evaluated
2607697,NE,Not Evaluated
7364113,NE,Not Evaluated
12208583,NE,Not Evaluated
2603248,NE,Not Evaluated
2606557,NE,Not Evaluated
2603775,NE,Not Evaluated
2607116,NE,Not Evaluated
11264284,NE,Not Evaluated
2599864,NE,Not Evaluated
2592726,NE,Not Evaluated
7250670,NE,Not Evaluated
11045139,NE,Not Evaluated
7250044,NE,Not Evaluated
3548933,NE,Not Evaluated
3548605,NE,Not Evaluated
5261442,NE,Not Evaluated
2600552,NE,Not Evaluated
2610237,NE,Not Evaluated
7897425,NE,Not Evaluated
2604700,NE,Not Evaluated
8190524,NE,Not Evaluated
2609967,NE,Not Evaluated
7902131,NE,Not Evaluated
3407931,NE,Not Evaluated
5259587,NE,Not Evaluated
2605831,NE,Not Evaluated
5894834,NE,Not Evaluated
7577533,NE,Not Evaluated
5260511,NE,Not Evaluated
9088054,NE,Not Evaluated
5260486,NE,Not Evaluated
2606024,NE,Not Evaluated
5260539,NE,Not Evaluated
2606030,NE,Not Evaluated
5261360,NE,Not Evaluated
2601134,NE,Not Evaluated
2608505,NE,Not Evaluated
2596923,NE,Not Evaluated
2607510,NE,Not Evaluated
2623524,NE,Not Evaluated
2599681,NE,Not Evaluated
10908720,NE,Not Evaluated
2608090,NE,Not Evaluated
2607230,NE,Not Evaluated
2600467,NE,Not Evaluated
3425456,NE,Not Evaluated
3425518,NE,Not Evaluated
12172794,NE,Not Evaluated
3426010,NE,Not Evaluated
2609126,NE,Not Evaluated
9750290,NE,Not Evaluated
5258306,NE,Not Evaluated
2600387,NE,Not Evaluated
2600475,NE,Not Evaluated
2600441,NE,Not Evaluated
3469339,NE,Not Evaluated
2602137,NE,Not Evaluated
2605963,NE,Not Evaluated
2603260,NE,Not Evaluated
2608920,NE,Not Evaluated
2608939,NE,Not Evaluated
2601149,NE,Not Evaluated
2609422,NE,Not Evaluated
2608948,NE,Not Evaluated
2609428,NE,Not Evaluated
2600047,NE,Not Evaluated
3413825,NE,Not Evaluated
2608941,NE,Not Evaluated
2592773,NE,Not Evaluated
2600241,NE,Not Evaluated
2600221,NE,Not Evaluated
3412481,NE,Not Evaluated
7248995,NE,Not Evaluated
3410705,NE,Not Evaluated
7594645,NE,Not Evaluated
2605685,NE,Not Evaluated
2605335,NE,Not Evaluated
2609523,NE,Not Evaluated
2607087,NE,Not Evaluated
3392610,NE,Not Evaluated
10846193,NE,Not Evaluated
2606859,NE,Not Evaluated
2608485,NE,Not Evaluated
2603384,NE,Not Evaluated
10692676,NE,Not Evaluated
2603347,NE,Not Evaluated
6607336,NE,Not Evaluated
10689122,NE,Not Evaluated
2607182,NE,Not Evaluated
8132598,NE,Not Evaluated
8683565,NE,Not Evaluated
2603229,NE,Not Evaluated
2606842,NE,Not Evaluated
8490273,NE,Not Evaluated
7772359,NE,Not Evaluated
5261470,NE,Not Evaluated
5259681,NE,Not Evaluated
6606867,NE,Not Evaluated
2607241,NE,Not Evaluated
5261206,NE,Not Evaluated
2605262,NE,Not Evaluated
2610069,NE,Not Evaluated
7956322,NE,Not Evaluated
9651322,NE,Not Evaluated
2607650,NE,Not Evaluated
10950385,NE,Not Evaluated
8377047,NE,Not Evaluated
2607197,NE,Not Evaluated
7246716,NE,Not Evaluated
8188898,NE,Not Evaluated
2599886,NE,Not Evaluated
3397549,NE,Not Evaluated
7246653,NE,Not Evaluated
2596883,NE,Not Evaluated
3439261,NE,Not Evaluated
3390089,NE,Not Evaluated
2603255,NE,Not Evaluated
12230584,NE,Not Evaluated
7247319,NE,Not Evaluated
2603251,NE,Not Evaluated
2609502,NE,Not Evaluated
2610300,NE,Not Evaluated
2609547,NE,Not Evaluated
2609499,NE,Not Evaluated
6755122,NE,Not Evaluated
2600497,NE,Not Evaluated
6755120,NE,Not Evaluated
2610293,NE,Not Evaluated
2362524,LC,Least Concern
2337607,LC,Least Concern
5739539,LC,Least Concern
4286975,LC,Least Concern
4409635,LC,Least Concern
9809222,LC,Least Concern
2360283,EN,Endangered
2359471,LC,Least Concern
2362486,DD,Data Deficient
2351630,VU,Vulnerable
5209574,LC,Least Concern
2362925,LC,Least Concern
7807208,LC,Least Concern
2362473,NT,Near Threatened
5203999,LC,Least Concern
2357651,NT,Near Threatened
4409525,LC,Least Concern
5212973,CR,Critically Endangered
2368235,NT,Near Threatened
2366634,NE,Not Evaluated
5204019,LC,Least Concern
2359671,LC,Least Concern
2421317,NT,Near Threatened
2421304,LC,Least Concern
2421402,NT,Near Threatened
5354617,NE,Not Evaluated
2705297,LC,Least Concern
5289783,LC,Least Concern
5289796,LC,Least Concern
2705300,NE,Not Evaluated
7883427,LC,Least Concern
5350452,LC,Least Concern
2856681,NE,Not Evaluated
7403263,NE,Not Evaluated
2874508,LC,Least Concern
2986131,NE,Not Evaluated
2930137,NE,Not Evaluated
2874621,NE,Not Evaluated
2706056,NE,Not Evaluated
2705966,NE,Not Evaluated
7795888,NE,Not Evaluated
5289786,LC,Least Concern
5289793,LC,Least Concern
3083647,NE,Not Evaluated
2705286,LC,Least Concern
2706406,LC,Least Concern
2706415,LC,Least Concern
2965438,LC,Least Concern
2965531,NE,Not Evaluated
2965299,NE,Not Evaluated
8332019,NE,Not Evaluated
2947311,NE,Not Evaluated
5356441,LC,Least Concern
2143910,NE,Not Evaluated
2133542,NE,Not Evaluated
1543175,NE,Not Evaluated
1532963,EN,Endangered
1544263,NE,Not Evaluated
1534770,DD,Data Deficient
11788810,LC,Least Concern
1540308,NE,Not Evaluated
1540334,NE,Not Evaluated
1540517,NE,Not Evaluated
10998833,NE,Not Evaluated
5739298,LC,Least Concern
5959092,LC,Least Concern
2473577,LC,Least Concern
2480589,LC,Least Concern
2480850,LC,Least Concern
4409010,LC,Least Concern
2492950,LC,Least Concern
2492526,LC,Least Concern
9717283,LC,Least Concern
2490681,LC,Least Concern
2490613,LC,Least Concern
2480491,NT,Near Threatened
5607617,NE,Not Evaluated
7334182,NE,Not Evaluated
2382155,LC,Least Concern
9761275,NE,Not Evaluated
5206717,NT,Near Threatened
2362030,LC,Least Concern
2365778,LC,Least Concern
2362881,LC,Least Concern
2382111,LC,Least Concern
4409641,LC,Least Concern
2382114,LC,Least Concern
5851603,LC,Least Concern
2362635,LC,Least Concern
4409643,LC,Least Concern
2359692,LC,Least Concern
5206966,LC,Least Concern
5207389,EN,Endangered
2365719,LC,Least Concern
1442688,NE,Not Evaluated
1442540,NE,Not Evaluated
1442666,NE,Not Evaluated
5602605,NE,Not Evaluated
7330016,NE,Not Evaluated
7618970,NE,Not Evaluated
3027735,NE,Not Evaluated
3027530,NE,Not Evaluated
3028277,NE,Not Evaluated
2128482,NE,Not Evaluated
7982160,LC,Least Concern
